case_name,release_date,author_judge,status,appeal_number
"Guardian Angels Medical Service Dogs, Inc. v. United States",2016-01-08,CHEN,ingested,2015-5058
Haggart v. United States,2016-01-08,Wallach,ingested,2014-5106
Hangartner v. Intel Corp.,2016-01-08,Per Curiam,ingested,No. 2015-1293
In Re: Urbanski,2016-01-08,CHEN,ingested,2015-1272
Miller v. United States,2016-01-08,Per Curiam,ingested,No. 2015-5062
Paredes v. McDonald,2016-01-08,Per Curiam,ingested,No. 2015-7026
Purdue Pharmaceutical Products L.P. v. Actavis Elizabeth LLC,2016-01-08,Per Curiam,ingested,No. 2015-1659
Reddick v. Federal Deposit Insurance,2016-01-08,Hughes,ingested,2014-3188
Smith v. Department of Homeland Security,2016-01-08,Per Curiam,ingested,No. 2015-3065
"Wi-Lan, Inc. v. Apple Inc.",2016-01-08,Reyna,ingested,"2014-1437, 2014-1485"
Cogburn v. McDonald,2016-01-07,Hughes,ingested,2014-7130
King v. United States,2016-01-07,Per Curiam,ingested,No. 2015-5066
Littlejohn v. Office of Personnel Management,2016-01-07,Per Curiam,ingested,No. 2015-3059
"Priceplay.com, Inc. v. AOL Advertising, Inc.",2016-01-07,Per Curiam,ingested,"Nos. 2015-1492, 2015-1589, 2015-1660"
Repros Therapeutics Inc. v. Fisch,2016-01-07,Per Curiam,ingested,No. 2015-1328
Ford Motor Company v. United States,2016-01-06,REYNA,ingested,2014-1581
"Redline Detection, LLC v. Star Envirotech, Inc.",2015-12-31,Wallach,ingested,2015-1047
"Commil USA, LLC v. Cisco Systems, Inc.",2015-12-28,,ingested,2012-1042
Rogers v. United States,2015-12-28,,ingested,"2013-5098, 2013-5102"
"Cubist Pharmaceuticals, Inc. v. Hospira, Inc.",2015-12-23,,ingested,15-1197
In RE:TAM en Banc,2015-12-22,REYNA,ingested,2014-1203
"Cloud Satchel, LLC v. Barnes & Noble, Inc.",2015-12-17,Per Curiam,ingested,"Nos. 2015-1261, 2015-1262"
"Cutsforth, Inc. v. Motivepower, Inc.",2015-12-17,Per Curiam,ingested,No. 2015-1315
"General Electric Co. v. Vibrant Media, Inc.",2015-12-17,Per Curiam,ingested,"Nos. 2015-1015, 2015-1136"
In Re: Distefano,2015-12-17,,ingested,15-1453
In Re: Distefano,2015-12-17,Hughes,ingested,2015-1453
Merck & Cie v. Gnosis S.P.A.,2015-12-17,NEWMAN,ingested,2014-1779
South Alabama Medical Science Foundation v. Gnosis S.P.A.,2015-12-17,NEWMAN,ingested,"2014-1778, 2014-1780, 2014-1781"
The Dow Chemical Company v. Nova Chemicals Corporation,2015-12-17,MALLEY,ingested,"2014-1431, 2014-1462"
Apple Inc. v. Samsung Electronics Co.,2015-12-16,Per Curiam,ingested,No. 2014-1802
"Apple Inc. v. Samsung Electronics Co., Ltd.",2015-12-16,Per Curiam,ingested,2014-1802
"Apple Inc. v. Samsung Electronics Co., Ltd.",2015-12-16,,ingested,2014-1802
"Apple Inc. v. Samsung Electronics Co., Ltd.",2015-12-16,STOLL,ingested,14-1802
In re Tobinick,2015-12-16,Per Curiam,ingested,No. 2015-1307
"Openwave Systems, Inc. v. Apple Inc.",2015-12-16,,ingested,15-1108
"Worldwide Home Products, Inc. v. Time, Inc.",2015-12-16,Per Curiam,ingested,No. 2015-1550
"Worldwide Home Products, Inc. v. Time, Inc.",2015-12-16,Per Curiam,ingested,"Nos. 2015-1544, 2015-1551"
"Openwave Systems, Inc. v. Apple Inc.",2015-12-15,,ingested,2015-1108
"Par Pharmaceutical, Inc. v. TWi Pharmaceuticals, Inc.",2015-12-15,Per Curiam,ingested,No. 2015-1880
"Sightsound Technologies, LLC v. Apple Inc.",2015-12-15,Dyk,ingested,"2015-1159, 2015-1160"
"Stephenson v. Game Show Network, LLC",2015-12-15,Per Curiam,ingested,No. 2015-1359
"Trueposition Inc. v. Polaris Wireless, Inc.",2015-12-15,Per Curiam,ingested,No. 2015-1330
"Aeon Group, LLC v. Defense Finance & Accounting Service",2015-12-14,Per Curiam,ingested,No. 2015-1185
Diamond Sawblades Manufacturers Coalition v. Hyosung D & P Co.,2015-12-14,Taranto,ingested,"2015-1216, 2015-1224"
Aiken v. Department of the Army,2015-12-11,Per Curiam,ingested,No. 2015-3180
Clarke v. Deparment of Veterans Affairs,2015-12-11,Per Curiam,ingested,No. 2014-3103
Robinson v. McDonald,2015-12-11,Per Curiam,ingested,No. 2015-7029
Sino Legend (Zhangjiagang) Chemical Co. v. International Trade Commission,2015-12-11,Per Curiam,ingested,No. 2014-1478
"Waters Technologies Corp. v. Agilent Technologies, Inc.",2015-12-11,Per Curiam,ingested,No. 2015-1281
Yissum Research Development Co. v. Sony Corp.,2015-12-11,Per Curiam,ingested,"Nos. 2015-1342, 2015-1343"
"Baseball Quick, LLC v. MLB Advanced Media, L.P.",2015-12-10,Per Curiam,ingested,No. 2015-1403
"CP Kelco US, Inc. v. United States",2015-12-10,Per Curiam,ingested,No. 2015-1209
Klingenschmitt v. United States,2015-12-10,Per Curiam,ingested,No. 2015-5050
"Proveris Scientific Corp. v. InnovaSystems, Inc.",2015-12-10,Per Curiam,ingested,No. 2015-1436
"Ariosa Diagnostics, Inc. v. Sequenom, Inc.",2015-12-09,,ingested,14-1139
Dean v. Department of Labor,2015-12-09,Stoll,ingested,2015-3131
"Prolitec, Inc. v. Scentair Technologies, Inc.",2015-12-04,,failed,2015-1020
"Commonwealth Scientific & Industrial Research Organisation v. Cisco Systems, Inc.",2015-12-03,Hughes,ingested,2015-1066
"Ariosa Diagnostics, Inc. v. Sequenom, Inc.",2015-12-02,NEWMAN,ingested,"2014-1139, 2014-1144"
"Cardsoft (Assignment for the Benefit of Creditors), LLC v. VeriFone, Inc.",2015-12-02,Hughes,ingested,2014-1135
McM Portfolio LLC v. Hewlett-Packard Company,2015-12-02,Dyk,ingested,2015-1091
"United States v. Nitek Electronics, Inc.",2015-12-01,Clevenger,ingested,2015-1166
"Siemens Energy, Inc. v. United States",2015-11-25,WALLACH,ingested,2014-1725
"Straight Path Ip Group, Inc. v. Sipnet Eu S.R.O.",2015-11-25,DYK,ingested,2015-1212
"Normandy Apartments, Limited v. United States",2015-11-20,NEWMAN,ingested,2014-5135
"Carnegie Mellon University v. Marvell Technology Group, Ltd.",2015-11-17,Stoll,ingested,2014-1492
"Akamai Technologies, Inc. v. Limelight Networks, Inc.",2015-11-16,Linn,ingested,"2009-1372, 2009-1380, 2009-1416, 2009-1417"
"Ariosa Diagnostics v. Verinata Health, Inc.",2015-11-16,Taranto,ingested,"2015-1215, 2015-1226"
Fairbanks v. Environmental Protection Agency,2015-11-13,Per Curiam,ingested,No. 2014-3152
"Inphi Corporation v. Netlist, Inc.",2015-11-13,CHEN,ingested,2015-1179
"Morsa v. Facebook, Inc.",2015-11-13,Per Curiam,ingested,No. 2015-1336
"The Medicines Company v. Hospira, Inc.",2015-11-13,Stoll,ingested,"2014-1469, 2014-1504"
"Tug Hill Construction, Inc. v. McHugh",2015-11-13,Per Curiam,ingested,No. 2015-1320
"Advanced Steel Recovery, LLC v. X-Body Equipment, Inc.",2015-11-12,Cunningham,ingested,2014-1829
"Align Technology, Inc. v. International Trade Commission",2015-11-12,Per Curiam,ingested,No. 2014-1533
"Alpha Technology U.S.A. Corp. v. MLSNA Dairy Supply, Inc.",2015-11-12,Per Curiam,ingested,No. 2015-1324
"Cubist Pharmaceuticals, Inc. v. Hospira, Inc.",2015-11-12,Bryson,ingested,"2015-1197, 2015-1204, 2015-1259"
"DeLorme Publishing Co. v. Briartek IP, Inc.",2015-11-12,MOORE,ingested,"Nos. 2015-1169, 2015-1241"
DeLorme Publishing Co. v. International Trade Commission,2015-11-12,TARANTO,ingested,2014-1572
Gold Medal Products Co. v. C. Cretors & Co.,2015-11-12,Per Curiam,ingested,No. 2015-1449
"In re Encap, LLC",2015-11-12,Per Curiam,ingested,No. 2015-1008
"In re Midwestern Pet Foods, Inc.",2015-11-12,Per Curiam,ingested,No. 2015-1221
In re Schwarz,2015-11-12,Per Curiam,ingested,No. 2015-1327
Inventio AG v. Thyssenkrupp Elevator Corp.,2015-11-12,Per Curiam,ingested,"Nos. 2015-1189, 2015-1227"
Mulder v. McDonald,2015-11-12,Chen,ingested,2014-7137
"AIP Acquisition LLC v. Level 3 Communications, LLC",2015-11-10,Per Curiam,ingested,No. 2015-1286
"ClearCorrect Operating, LLC v. International Trade Commission",2015-11-10,NEWMAN,ingested,2014-1527
"Imaginal Systematic, LLC v. Leggett & Platt, Inc.",2015-11-10,,ingested,2014-1845
"Momenta Pharmaceuticals, Inc. v. Teva Pharmaceuticals USA Inc.",2015-11-10,DYK,ingested,"2014-1274, 2014-1277, 2014-1276, 2014-1278"
"Prometheus Laboratories, Inc. v. Roxane Laboratories, Inc.",2015-11-10,Dyk,ingested,"2014-1634, 2014-1635"
"RLB Contracting, Inc. v. United States",2015-11-10,Per Curiam,ingested,No. 2015-5031
Snyder v. McDonald,2015-11-10,Per Curiam,ingested,No. 2015-7012
Texchem Advanced Products Inc. Sdn. Bhd. v. E.Pak International Inc.,2015-11-10,Per Curiam,ingested,No. 2015-1355
"Better Food Choices LLC v. Mynetdiary, Inc.",2015-11-09,Per Curiam,ingested,No. 2015-1304
"Breaux v. Kidtribe, Inc.",2015-11-06,Per Curiam,ingested,No. 2015-1115
"Downhole Pipe & Equipment, L.P. v. United States International Trade Commission",2015-11-06,Per Curiam,ingested,No. 2015-1233
"Fidelity & Guaranty Insurance Underwriters, Inc. v. United States",2015-11-06,Moore,ingested,2015-5036
Belden Inc. v. Berk-Tek LLC,2015-11-05,Taranto,ingested,"2014-1575, 2014-1576"
"Pactiv LLC v. Multisorb Technologies, Inc.",2015-11-04,Per Curiam,ingested,No. 2014-1816
"Tesco Corporation v. National Oilwell Varco, L.P.",2015-11-02,Circuit Judge,ingested,15-1041
"Schaeffler Group USA, Inc. v. United States",2015-10-30,WALLACH,ingested,2012-1269
"Tesco Corporation v. National Oilwell Varco, L.P.",2015-10-30,NEWMAN,ingested,2015-1041
"Atlas Ip, LLC v. Medtronic, Inc.",2015-10-29,,ingested,15-1071
"Atlas Ip, LLC v. Medtronic, Inc.",2015-10-29,Taranto,ingested,"2015-1071, 2015-1105"
"Atlas Ip, LLC v. St. Jude Medical, Inc.",2015-10-29,,ingested,15-1190
"Atlas Ip, LLC v. St. Jude Medical, Inc.",2015-10-29,Taranto,ingested,2015-1190
"Dimare Fresh, Inc. v. United States",2015-10-28,Wallach,ingested,2015-5006
Balestra v. United States,2015-10-23,,ingested,14-5127
Raytheon Company v. United States,2015-10-23,Taranto,ingested,2015-5086
Albemarle Corp. & Subsidiaries v. United States,2015-10-22,Bryson,ingested,2015-5015
Encore Wire Corp. v. Southwire Co.,2015-10-20,Per Curiam,ingested,"Nos. 2015-1249, 2015-1250"
"National Federation of Federal Employees, Local 1442 v. Department of the Army",2015-10-20,Schall,ingested,"2014-3175, 2014-3189"
Southwire Co. v. Cerro Wire LLC,2015-10-20,Per Curiam,ingested,"Nos. 2015-1117, 2015-1118"
"Bianco v. Globus Medical, Inc.",2015-10-19,Per Curiam,ingested,No. 2015-1193
Hirmiz ex rel. J.H. v. Secretary of Health & Human Services,2015-10-19,Per Curiam,ingested,No. 2015-5043
In Re: Morsa,2015-10-19,NEWMAN,ingested,2015-1107
"Componex Corp. v. Electronics for Imaging, Inc.",2015-10-16,Per Curiam,ingested,No. 2015-1178
Harrison v. Department of Justice,2015-10-16,Per Curiam,ingested,No. 2014-8006
In re Alsabah,2015-10-16,Per Curiam,ingested,No. 2015-1264
Lacy v. Department of Veterans Affairs,2015-10-16,Per Curiam,ingested,No. 2014-3163
"Morales v. Square, Inc.",2015-10-16,Per Curiam,ingested,No. 2015-1319
New Yorker S.H.K. Jeans GmbH & Co. KG v. Rajca,2015-10-16,Per Curiam,ingested,No. 2015-1292
"Pure Fishing, Inc. v. Normark Corp.",2015-10-16,Per Curiam,ingested,"Nos. 2014-1300, 2015-1167, 2015-1168"
Enos v. McDonald,2015-10-15,Per Curiam,ingested,No. 2015-7002
"Vinyl Visions, LLC v. Oehme",2015-10-15,Per Curiam,ingested,No. 2015-1273
David v. United States,2015-10-14,Per Curiam,ingested,No. 2015-1276
"First Quality Baby Products, LLC v. Kimberly-Clark Worldwide, Inc.",2015-10-14,Per Curiam,ingested,No. 2015-1208
"Hill-Rom Services, Inc. v. Stryker Corp.",2015-10-14,Per Curiam,ingested,No. 2015-1295
Balestra v. United States,2015-10-13,DYK,ingested,2014-5127
"Joao Bock Transaction Systems, LLC v. Jack Henry & Associates, Inc.",2015-10-13,Per Curiam,ingested,No. 2015-1245
"Barlow & Haun, Inc. v. United States",2015-10-09,,ingested,2015-5028
Delpin-Aponte v. United States,2015-10-09,Per Curiam,ingested,No. 2015-5003
In re Appotronics Ltd.,2015-10-09,Per Curiam,ingested,No. 2015-1220
Summit Data Systems LLC v. NetApp Inc.,2015-10-09,Per Curiam,ingested,No. 2015-1103
"Wireless Ink Corp. v. Facebook, Inc.",2015-10-09,Per Curiam,ingested,No. 2015-1299
Yadav v. Lynch,2015-10-09,THOMPSON,ingested,No. 14-2154
Ad Hoc Shrimp Trade Action Committee v. United States,2015-10-05,Wallach,ingested,"2014-1514, 2014-1647"
Rasmuson v. United States,2015-10-05,Hughes,ingested,"2014-5089, 2014-5092, 2014-5107"
"Shukh v. Seagate Technology, LLC",2015-10-02,Per Curiam,ingested,No. 2015-1012
"Shukh v. Seagate Technology, LLC",2015-10-02,Moore,ingested,2014-1406
"Spectrum Pharmaceuticals, Inc. v. Sandoz Inc.",2015-10-02,HUGHES,ingested,2015-1407
Einboden v. Department of the Navy,2015-10-01,Hughes,ingested,2015-3117
In Re: Steed,2015-10-01,DYK,ingested,2014-1458
"Achates Reference Publishing, Inc. v. Apple Inc.",2015-09-30,Linn,ingested,"2014-1767, 2014-1788"
"Nordock, Inc. v. Systems Inc.",2015-09-29,CHEN,ingested,"2014-1762, 2014-1795"
State of Vermont v. Mphj Technology Investments,2015-09-28,MALLEY,ingested,2015-1310
"Shire LLC v. Amneal Pharmaceuticals, LLC",2015-09-24,Chen,ingested,"2014-1736, 2014-1737, 2014-1738, 2014-1739, 2014-1740, 2014-1741"
Arena v. United States Postal Service,2015-09-21,Per Curiam,ingested,No. 2014-3153
"Distributed Solutions, Inc. v. James",2015-09-21,Per Curiam,ingested,No. 2014-1809
"Hemopet v. Hill's Pet Nutrition, Inc.",2015-09-21,Per Curiam,ingested,No. 2015-1218
"Poly-America, L.P. v. API Industries, Inc.",2015-09-21,Per Curiam,ingested,No. 2015-1248
"Summit 6, LLC v. Samsung Electronics Co., Ltd.",2015-09-21,Reyna,ingested,"2013-1648, 2013-1651"
"Astornet Technologies Inc. v. Bae Systems, Inc.",2015-09-18,,ingested,14-1854
"SCA Hygiene Products Aktiebolag SCA Personal Care, Inc. v. First Quality Baby Products, LLC",2015-09-18,HUGHES,ingested,2013-1564
"Apple Inc. v. Samsung Electronics Co., Ltd.",2015-09-17,,ingested,2014-1802
"Astornet Technologies Inc. v. Bae Systems, Inc.",2015-09-17,Taranto,ingested,"2014-1854, 2015-1006, 2015-1007"
"R + L Carriers, Inc. v. Qualcomm, Inc.",2015-09-17,,ingested,2014-1718
Corning Inc. v. DSM IP Assets B.V.,2015-09-16,Per Curiam,ingested,"Nos. 2015-1152, 2015-1162"
"Bannum, Inc. v. United States",2015-09-15,Per Curiam,ingested,No. 2015-5037
"CMG Financial Services., Inc. v. Pacific Trust Bank, F.S.B.",2015-09-15,Per Curiam,ingested,No. 2014-1855
"Gray Owl Services, Inc. v. United States",2015-09-15,Per Curiam,ingested,No. 2015-5009
"In re Ronald A. Katz Technology Licensing, L.P.",2015-09-15,Per Curiam,ingested,No. 2015-1170
"Kaneka Corp. v. SKC Kolon Pi, Inc.",2015-09-15,Per Curiam,ingested,No. 2015-1223
LG Display Co. v. Obayashi Seikou Co.,2015-09-15,Per Curiam,ingested,No. 2014-1766
Romero v. McDonald,2015-09-15,Per Curiam,ingested,No. 2014-7131
Shoemake v. McDonald,2015-09-14,Per Curiam,ingested,No. 2015-7005
Ergowerx International LLC v. Maxell Corp. of America,2015-09-11,Per Curiam,ingested,No. 2014-1641
Shenwick v. General Services Administration,2015-09-11,Per Curiam,ingested,No. 2015-3047
"Ivera Medical Corporation v. Hospira, Inc.",2015-09-08,Reyna,ingested,"2014-1613, 2014-1614"
"Dynamic Drinkware, LLC v. National Graphics, Inc.",2015-09-04,MALLEY,ingested,2015-1214
"Media Rights Technologies, Inc. v. Capital One Financial Corp.",2015-09-04,,ingested,2014-1218
Dome Patent L.P. v. Lee,2015-09-03,HUGHES,ingested,2014-1673
Cobert v. Miller,2015-09-02,WALLACH,ingested,2014-3101
"Tinton Falls Lodging Realty, LLC v. United States",2015-09-02,REYNA,ingested,2014-5140
Shapiro v. Social Security Administration,2015-09-01,HUGHES,ingested,2014-3113
"Power Integrations, Inc. v. Lee",2015-08-31,,ingested,14-1123
The Dow Chemical Company v. Nova Chemicals Corporation,2015-08-28,Dyk,ingested,"2014-1431, 2014-1462"
"Inline Plastics Corp. v. Easypak, LLC",2015-08-27,Newman,ingested,2014-1305
Hyatt v. United States Patent & Trademark Office,2015-08-20,Moore,ingested,2014-1596
"Abt Systems, LLC v. Emerson Electric Co.",2015-08-19,Schall,ingested,"2014-1618, 2014-1700"
"Jack Wolfskin Ausrustung Fur Draussen GmbH & Co. KGAA v. New Millennium Sports, S.L.U.",2015-08-19,CHEN,ingested,2014-1789
"Personalized User Model, LLP v. Google Inc.",2015-08-18,Lourie,ingested,"2014-1841, 2015-1022"
"Jvc Kenwood Corporation v. Nero, Inc.",2015-08-17,REYNA,ingested,2014-1011
"In Re Louisiana Fish Fry Products, Ltd.",2015-08-14,NEWMAN,ingested,2013-1619
"In re Rotatable Technologies, LLC",2015-08-14,Per Curiam,ingested,No. 2015-1213
Vassallo v. Department of Defense,2015-08-14,TARANTO,ingested,2015-3101
Veres v. McDonald,2015-08-14,Per Curiam,ingested,No. 2014-7125
"Akamai Technologies, Inc. v. Limelight Networks, Inc.",2015-08-13,Hughes,ingested,9-1372
"Akamai Technologies, Inc. v. Limelight Networks, Inc.",2015-08-13,Per Curiam,ingested,"Nos. 2009-1372, 2009-1380, 2009-1416, 2009-1417"
"Akamai Technologies, Inc. v. Limelight Networks, Inc.",2015-08-13,Per Curiam,ingested,"Nos. 2009-1372, 2009-1380, 2009-1416, 2009-1417"
Albemarle Corp. & Subsidiaries v. United States,2015-08-13,Prost,ingested,2015-5015
"Keranos, LLC v. Silicon Storage Technology, Inc.",2015-08-13,Chen,ingested,"2014-1360, 2014-1500"
"Chalumeau Power Systems LLC v. Alcatel-Lucent Enterprise USA, Inc.",2015-08-12,Per Curiam,ingested,No. 2015-1191
"Power Integrations, Inc. v. Lee",2015-08-12,LINN,ingested,2014-1123
"Bay County, Florida v. United States",2015-08-11,Moore,ingested,2014-5149
In re Schott Gemtron Corp.,2015-08-11,Per Curiam,ingested,No. 2015-133
McKinney v. McDonald,2015-08-11,,ingested,2014-7093
Schott Gemtron Corp. v. SSW Holding Co.,2015-08-11,Per Curiam,ingested,No. 2015-1073
"Arlington Industries, Inc. v. Bridgeport Fittings, Inc.",2015-08-10,Per Curiam,ingested,"Nos. 2014-1633, 2014-1643, 2014-1670"
Avanir Pharmaceuticals Inc. v. Par Pharmaceutical Inc.,2015-08-10,Per Curiam,ingested,No. 2014-1838
"Avaya Inc. v. Network-1 Technologies, Inc.",2015-08-10,Per Curiam,ingested,"Nos. 2014-1782, 2014-1783, 2014-1784, 2014-1785"
"Convatec Technologies Inc. v. Smith & Nephew, Inc.",2015-08-10,Per Curiam,ingested,"Nos. 2014-1822, 2014-1823"
"Personal Web Technologies, LLC v. EMC Corp.",2015-08-10,Per Curiam,ingested,"Nos. 2014-1602, 2014-1603, 2014-1604, 2014-1605, 2014-1606, 2014-1607"
"Suprema, Inc. v. International Trade Commission",2015-08-10,MALLEY,ingested,2012-1170
"Ethicon Endo-Surgery, Inc. v. Covidien, Inc.",2015-08-07,Chen,ingested,2014-1370
In re Karpf,2015-08-07,Per Curiam,ingested,No. 2014-1773
Retirement Capital Access Management Co. v. U.S. Bancorp,2015-08-07,Per Curiam,ingested,No. 2015-1039
"Carnegie Mellon University v. Marvell Technology Group, Ltd",2015-08-06,,ingested,14-1492
"Allergan, Inc. v. Sandoz Inc.",2015-08-04,Lourie,ingested,2014-1275
"Carnegie Mellon University v. Marvell Technology Group, Ltd.",2015-08-04,Taranto,ingested,2014-1492
Basr Partnership v. United States,2015-07-29,,ingested,2014-5037
Circuit Check Inc. v. Qxq Inc.,2015-07-28,MOORE,ingested,2015-1155
In Re Posco,2015-07-22,HUGHES,ingested,2015-112
Amgen Inc. v. Sandoz Inc.,2015-07-21,CHEN,ingested,2015-1499
Carter v. McDonald,2015-07-21,Taranto,ingested,2014-7122
"Juice Generation, Inc. v. Gs Enterprises LLC",2015-07-20,TARANTO,ingested,2014-1853
Airbus S.A.S. v. Firepass Corporation,2015-07-17,MOORE,ingested,2014-1808
Florida Atlantic University Research Corp. v. Asus Computer International,2015-07-17,Per Curiam,ingested,"Nos. 2015-1125, -1126, -1127"
"L.C. Eldridge Sales Co. v. Jurong Shipyard Pte., Ltd.",2015-07-17,Per Curiam,ingested,No. 2015-1143
"Biosig Instruments, Inc. v. Nautilus, Inc.",2015-07-16,,ingested,12-1289
"Genspera, Inc. v. Mhaka",2015-07-16,Per Curiam,ingested,"Nos. 2015-1059, 2015-1060"
"Argentum Medical, LLC v. Noble Biomaterials",2015-07-15,Per Curiam,ingested,No. 2015-1057
Cooper v. McDonald,2015-07-15,Per Curiam,ingested,No. 2014-7106
"Move, Inc. v. Real Estate Alliance Ltd.",2015-07-15,Per Curiam,ingested,No. 2014-1657
"Orenshteyn v. Citrix Systems, Inc.",2015-07-15,Per Curiam,ingested,No. 2015-1056
Trust Title Co. v. United States,2015-07-15,Per Curiam,ingested,No. 2015-5004
Bobel v. International Trade Commission,2015-07-14,Per Curiam,ingested,No. 2014-1701
Small v. Implant Direct Mfg. LLC,2015-07-14,Per Curiam,ingested,No. 2015-1163
"Alcohol Monitoring Systems, Inc. v. BI Inc.",2015-07-13,Per Curiam,ingested,No. 2014-1266
Macro-Z Technology v. Mabus,2015-07-13,Per Curiam,ingested,No. 2015-1025
Ryan v. Department of Homeland Security,2015-07-13,Wallach,ingested,"2014-3181, 2014-3182, 2014-3183"
"Southern Snow Manufacturing Co. v. Snowizard Holdings, Inc.",2015-07-13,Per Curiam,ingested,"Nos. 2014-1389, 2014-1698"
Swiff-Train Co. v. United States,2015-07-13,Wallach,ingested,2014-1814
"Versata Development Group, Inc. v. Lee",2015-07-13,Plager,ingested,2014-1145
"In re Glycobiosciences, Inc.",2015-07-10,Per Curiam,ingested,No. 2014-1793
"Sfa Systems, LLC v. Newegg Inc.",2015-07-10,,ingested,2014-1712
